Data,Net,MODE,Domain,Iteration,Accuracy,TimeStamp,elapse(ms),,,
CIFAR10,VGG,GPU,Spatial,9100,0.9296875,1565434029592
CIFAR10,VGG,GPU,Spatial,9200,0.96875,1565434066233
CIFAR10,VGG,GPU,Spatial,9300,0.921875,1565434102883
CIFAR10,VGG,GPU,Spatial,9400,0.96875,1565434139532
CIFAR10,VGG,GPU,Spatial,9500,0.953125,1565434176179
CIFAR10,VGG,GPU,Spatial,9600,0.984375,1565434212826
CIFAR10,VGG,GPU,Spatial,9700,0.9453125,1565434249478
CIFAR10,VGG,GPU,Spatial,9800,0.9453125,1565434286127
CIFAR10,VGG,GPU,Spatial,9900,0.96875,1565434322776
CIFAR10,VGG,GPU,Spatial,10000,0.9375,1565434438138
CIFAR10,VGG,GPU,Spatial,10100,0.9453125,1565434474778
CIFAR10,VGG,GPU,Spatial,10200,0.9609375,1565434511425
CIFAR10,VGG,GPU,Spatial,10300,0.9375,1565434548073
CIFAR10,VGG,GPU,Spatial,10400,0.96875,1565434584723
CIFAR10,VGG,GPU,Spatial,10500,0.9765625,1565434621375
CIFAR10,VGG,GPU,Spatial,10600,0.96875,1565434658025
CIFAR10,VGG,GPU,Spatial,10700,0.9609375,1565434694682
CIFAR10,VGG,GPU,Spatial,10800,0.9609375,1565434731333
CIFAR10,VGG,GPU,Spatial,10900,0.984375,1565434767989
CIFAR10,VGG,GPU,Spatial,11000,0.9375,1565434881310
CIFAR10,VGG,GPU,Spatial,11100,0.953125,1565434917956
CIFAR10,VGG,GPU,Spatial,11200,0.9765625,1565434954602
CIFAR10,VGG,GPU,Spatial,11300,0.9609375,1565434991249
CIFAR10,VGG,GPU,Spatial,11400,0.953125,1565435027902
CIFAR10,VGG,GPU,Spatial,11500,0.9453125,1565435064555
CIFAR10,VGG,GPU,Spatial,11600,0.9609375,1565435101208
CIFAR10,VGG,GPU,Spatial,11700,0.9375,1565435137860
CIFAR10,VGG,GPU,Spatial,11800,0.9609375,1565435174516
CIFAR10,VGG,GPU,Spatial,11900,0.9609375,1565435211166
CIFAR10,VGG,GPU,Spatial,12000,0.9609375,1565435324488
CIFAR10,VGG,GPU,Spatial,12100,0.984375,1565435361132
CIFAR10,VGG,GPU,Spatial,12200,0.9609375,1565435397785
CIFAR10,VGG,GPU,Spatial,12300,0.9765625,1565435434437
CIFAR10,VGG,GPU,Spatial,12400,0.9375,1565435471087
CIFAR10,VGG,GPU,Spatial,12500,0.953125,1565435507740
CIFAR10,VGG,GPU,Spatial,12600,0.9609375,1565435544394
CIFAR10,VGG,GPU,Spatial,12700,0.953125,1565435581050
CIFAR10,VGG,GPU,Spatial,12800,0.9765625,1565435617699
CIFAR10,VGG,GPU,Spatial,12900,0.984375,1565435654350
CIFAR10,VGG,GPU,Spatial,13000,0.9609375,1565435767662
CIFAR10,VGG,GPU,Spatial,13100,0.921875,1565435804308
CIFAR10,VGG,GPU,Spatial,13200,0.9921875,1565435840955
CIFAR10,VGG,GPU,Spatial,13300,0.9765625,1565435877601
CIFAR10,VGG,GPU,Spatial,13400,0.9609375,1565435914251
CIFAR10,VGG,GPU,Spatial,13500,0.984375,1565435950903
CIFAR10,VGG,GPU,Spatial,13600,0.9921875,1565435987556
CIFAR10,VGG,GPU,Spatial,13700,0.953125,1565436024205
CIFAR10,VGG,GPU,Spatial,13800,0.953125,1565436060853
CIFAR10,VGG,GPU,Spatial,13900,0.96875,1565436097501
CIFAR10,VGG,GPU,Spatial,14000,0.9765625,1565436210832
CIFAR10,VGG,GPU,Spatial,14100,0.9765625,1565436247473
CIFAR10,VGG,GPU,Spatial,14200,0.9765625,1565436284123
CIFAR10,VGG,GPU,Spatial,14300,0.9765625,1565436320772
CIFAR10,VGG,GPU,Spatial,14400,0.9921875,1565436357421
CIFAR10,VGG,GPU,Spatial,14500,0.953125,1565436394073
CIFAR10,VGG,GPU,Spatial,14600,0.9765625,1565436430723
CIFAR10,VGG,GPU,Spatial,14700,0.9765625,1565436467373
CIFAR10,VGG,GPU,Spatial,14800,0.9609375,1565436504024
CIFAR10,VGG,GPU,Spatial,14900,0.96875,1565436540672
CIFAR10,VGG,GPU,Spatial,15000,0.9765625,1565436653995
CIFAR10,VGG,GPU,Spatial,15100,0.96875,1565436690640
CIFAR10,VGG,GPU,Spatial,15200,0.9375,1565436727291
CIFAR10,VGG,GPU,Spatial,15300,0.984375,1565436763940
CIFAR10,VGG,GPU,Spatial,15400,0.9765625,1565436800590
CIFAR10,VGG,GPU,Spatial,15500,0.9921875,1565436837239
CIFAR10,VGG,GPU,Spatial,15600,0.9375,1565436873885
CIFAR10,VGG,GPU,Spatial,15700,0.9609375,1565436910535
CIFAR10,VGG,GPU,Spatial,15800,0.96875,1565436947188
CIFAR10,VGG,GPU,Spatial,15900,0.9609375,1565436983840
CIFAR10,VGG,GPU,Spatial,16000,0.9765625,1565437097165
CIFAR10,VGG,GPU,Spatial,16100,0.953125,1565437133810
CIFAR10,VGG,GPU,Spatial,16200,0.984375,1565437170456
CIFAR10,VGG,GPU,Spatial,16300,0.9765625,1565437207105
CIFAR10,VGG,GPU,Spatial,16400,0.9921875,1565437243752
CIFAR10,VGG,GPU,Spatial,16500,0.953125,1565437280402
CIFAR10,VGG,GPU,Spatial,16600,0.9765625,1565437317050
CIFAR10,VGG,GPU,Spatial,16700,0.9765625,1565437353699
CIFAR10,VGG,GPU,Spatial,16800,0.953125,1565437390350
CIFAR10,VGG,GPU,Spatial,16900,0.90625,1565437427001
CIFAR10,VGG,GPU,Spatial,17000,0.96875,1565437540319
CIFAR10,VGG,GPU,Spatial,17100,0.984375,1565437576962
CIFAR10,VGG,GPU,Spatial,17200,0.9609375,1565437613611
CIFAR10,VGG,GPU,Spatial,17300,0.953125,1565437650258
CIFAR10,VGG,GPU,Spatial,17400,0.96875,1565437686908
CIFAR10,VGG,GPU,Spatial,17500,0.9921875,1565437723560
CIFAR10,VGG,GPU,Spatial,17600,0.9609375,1565437760210
CIFAR10,VGG,GPU,Spatial,17700,0.96875,1565437796861
CIFAR10,VGG,GPU,Spatial,17800,0.9609375,1565437833512
CIFAR10,VGG,GPU,Spatial,17900,0.9765625,1565437870163
CIFAR10,VGG,GPU,Spatial,18000,0.9609375,1565437983474
CIFAR10,VGG,GPU,Spatial,18100,0.984375,1565438020120
CIFAR10,VGG,GPU,Spatial,18200,0.9765625,1565438056770
CIFAR10,VGG,GPU,Spatial,18300,0.953125,1565438093419
CIFAR10,VGG,GPU,Spatial,18400,0.984375,1565438130071
CIFAR10,VGG,GPU,Spatial,18500,0.9765625,1565438166725
CIFAR10,VGG,GPU,Spatial,18600,0.9453125,1565438203379
CIFAR10,VGG,GPU,Spatial,18700,0.96875,1565438240030
CIFAR10,VGG,GPU,Spatial,18800,0.96875,1565438276682
CIFAR10,VGG,GPU,Spatial,18900,1,1565438313332
CIFAR10,VGG,GPU,Spatial,19000,0.9921875,1565438426657
CIFAR10,VGG,GPU,Spatial,19100,0.9765625,1565438463304
CIFAR10,VGG,GPU,Spatial,19200,0.9765625,1565438499954
CIFAR10,VGG,GPU,Spatial,19300,0.9609375,1565438536604
CIFAR10,VGG,GPU,Spatial,19400,0.9140625,1565438573254
CIFAR10,VGG,GPU,Spatial,19500,0.9609375,1565438609907
CIFAR10,VGG,GPU,Spatial,19600,0.953125,1565438646561
CIFAR10,VGG,GPU,Spatial,19700,0.96875,1565438683209
CIFAR10,VGG,GPU,Spatial,19800,0.984375,1565438719859
CIFAR10,VGG,GPU,Spatial,19900,0.96875,1565438756513
CIFAR10,VGG,GPU,Spatial,20000,0.9921875,1565438871834
CIFAR10,VGG,GPU,Spatial,20100,0.9609375,1565438908474
CIFAR10,VGG,GPU,Spatial,20200,0.96875,1565438945121
CIFAR10,VGG,GPU,Spatial,20300,0.9765625,1565438981769
CIFAR10,VGG,GPU,Spatial,20400,0.9765625,1565439018420
CIFAR10,VGG,GPU,Spatial,20500,0.9765625,1565439055071
CIFAR10,VGG,GPU,Spatial,20600,0.96875,1565439091722
CIFAR10,VGG,GPU,Spatial,20700,0.9765625,1565439128376
CIFAR10,VGG,GPU,Spatial,20800,0.9609375,1565439165026
CIFAR10,VGG,GPU,Spatial,20900,0.9609375,1565439201676
CIFAR10,VGG,GPU,Spatial,21000,0.9609375,1565439314997
CIFAR10,VGG,GPU,Spatial,21100,0.984375,1565439351644
CIFAR10,VGG,GPU,Spatial,21200,0.9375,1565439388295
CIFAR10,VGG,GPU,Spatial,21300,0.96875,1565439424943
CIFAR10,VGG,GPU,Spatial,21400,0.9921875,1565439461591
CIFAR10,VGG,GPU,Spatial,21500,1,1565439498240
CIFAR10,VGG,GPU,Spatial,21600,0.96875,1565439534890
CIFAR10,VGG,GPU,Spatial,21700,0.96875,1565439571540
CIFAR10,VGG,GPU,Spatial,21800,0.96875,1565439608188
CIFAR10,VGG,GPU,Spatial,21900,0.96875,1565439644836
CIFAR10,VGG,GPU,Spatial,22000,0.9921875,1565439758145
CIFAR10,VGG,GPU,Spatial,22100,0.96875,1565439794787
CIFAR10,VGG,GPU,Spatial,22200,0.9921875,1565439831432
CIFAR10,VGG,GPU,Spatial,22300,0.9609375,1565439868079
CIFAR10,VGG,GPU,Spatial,22400,0.984375,1565439904726
CIFAR10,VGG,GPU,Spatial,22500,0.953125,1565439941374
CIFAR10,VGG,GPU,Spatial,22600,0.9609375,1565439978022
CIFAR10,VGG,GPU,Spatial,22700,0.9609375,1565440014675
CIFAR10,VGG,GPU,Spatial,22800,0.96875,1565440051327
CIFAR10,VGG,GPU,Spatial,22900,0.96875,1565440087981
CIFAR10,VGG,GPU,Spatial,23000,0.953125,1565440201302
CIFAR10,VGG,GPU,Spatial,23100,0.984375,1565440237949
CIFAR10,VGG,GPU,Spatial,23200,0.9921875,1565440274593
CIFAR10,VGG,GPU,Spatial,23300,0.984375,1565440311242
CIFAR10,VGG,GPU,Spatial,23400,0.9765625,1565440347891
CIFAR10,VGG,GPU,Spatial,23500,0.9765625,1565440384545
CIFAR10,VGG,GPU,Spatial,23600,0.984375,1565440421198
CIFAR10,VGG,GPU,Spatial,23700,0.96875,1565440457851
CIFAR10,VGG,GPU,Spatial,23800,0.9765625,1565440494500
CIFAR10,VGG,GPU,Spatial,23900,0.953125,1565440531152
CIFAR10,VGG,GPU,Spatial,24000,0.984375,1565440644460
CIFAR10,VGG,GPU,Spatial,24100,0.9765625,1565440681105
CIFAR10,VGG,GPU,Spatial,24200,0.9765625,1565440717752
CIFAR10,VGG,GPU,Spatial,24300,0.96875,1565440754398
CIFAR10,VGG,GPU,Spatial,24400,0.9765625,1565440791046
CIFAR10,VGG,GPU,Spatial,24500,0.9609375,1565440827694
CIFAR10,VGG,GPU,Spatial,24600,0.9765625,1565440864344
CIFAR10,VGG,GPU,Spatial,24700,0.9609375,1565440900996
CIFAR10,VGG,GPU,Spatial,24800,0.9609375,1565440937648
CIFAR10,VGG,GPU,Spatial,24900,1,1565440974299
CIFAR10,VGG,GPU,Spatial,25000,0.984375,1565441087621
CIFAR10,VGG,GPU,Spatial,25100,0.9921875,1565441124264
CIFAR10,VGG,GPU,Spatial,25200,0.9453125,1565441160910
CIFAR10,VGG,GPU,Spatial,25300,0.953125,1565441197558
CIFAR10,VGG,GPU,Spatial,25400,0.9609375,1565441234207
CIFAR10,VGG,GPU,Spatial,25500,0.9609375,1565441270854
CIFAR10,VGG,GPU,Spatial,25600,0.9609375,1565441307502
CIFAR10,VGG,GPU,Spatial,25700,0.9921875,1565441344155
CIFAR10,VGG,GPU,Spatial,25800,1,1565441380806
CIFAR10,VGG,GPU,Spatial,25900,0.9765625,1565441417456
CIFAR10,VGG,GPU,Spatial,26000,0.9765625,1565441530776
CIFAR10,VGG,GPU,Spatial,26100,0.9765625,1565441567424
CIFAR10,VGG,GPU,Spatial,26200,0.9921875,1565441604073
CIFAR10,VGG,GPU,Spatial,26300,0.984375,1565441640724
CIFAR10,VGG,GPU,Spatial,26400,0.9609375,1565441677373
CIFAR10,VGG,GPU,Spatial,26500,0.9921875,1565441714026
CIFAR10,VGG,GPU,Spatial,26600,0.96875,1565441750679
CIFAR10,VGG,GPU,Spatial,26700,0.9609375,1565441787331
CIFAR10,VGG,GPU,Spatial,26800,0.9765625,1565441823978
CIFAR10,VGG,GPU,Spatial,26900,0.9609375,1565441860630
CIFAR10,VGG,GPU,Spatial,27000,0.9765625,1565441973955
CIFAR10,VGG,GPU,Spatial,27100,0.9765625,1565442010606
CIFAR10,VGG,GPU,Spatial,27200,0.9609375,1565442047257
CIFAR10,VGG,GPU,Spatial,27300,0.953125,1565442083907
CIFAR10,VGG,GPU,Spatial,27400,0.9765625,1565442120557
CIFAR10,VGG,GPU,Spatial,27500,0.984375,1565442157210
CIFAR10,VGG,GPU,Spatial,27600,0.984375,1565442193866
CIFAR10,VGG,GPU,Spatial,27700,0.9765625,1565442230520
CIFAR10,VGG,GPU,Spatial,27800,0.9765625,1565442267179
CIFAR10,VGG,GPU,Spatial,27900,0.984375,1565442303828
CIFAR10,VGG,GPU,Spatial,28000,0.9921875,1565442417149
CIFAR10,VGG,GPU,Spatial,28100,0.9765625,1565442453799
CIFAR10,VGG,GPU,Spatial,28200,0.953125,1565442490449
CIFAR10,VGG,GPU,Spatial,28300,0.984375,1565442527096
CIFAR10,VGG,GPU,Spatial,28400,0.9609375,1565442563744
CIFAR10,VGG,GPU,Spatial,28500,0.9921875,1565442600395
CIFAR10,VGG,GPU,Spatial,28600,0.9765625,1565442637050
CIFAR10,VGG,GPU,Spatial,28700,0.9921875,1565442673702
CIFAR10,VGG,GPU,Spatial,28800,0.953125,1565442710351
CIFAR10,VGG,GPU,Spatial,28900,0.984375,1565442747001
CIFAR10,VGG,GPU,Spatial,29000,0.9765625,1565442860324
CIFAR10,VGG,GPU,Spatial,29100,0.984375,1565442896973
CIFAR10,VGG,GPU,Spatial,29200,0.9765625,1565442933626
CIFAR10,VGG,GPU,Spatial,29300,0.953125,1565442970277
CIFAR10,VGG,GPU,Spatial,29400,0.984375,1565443006928
CIFAR10,VGG,GPU,Spatial,29500,0.984375,1565443043576
CIFAR10,VGG,GPU,Spatial,29600,0.9765625,1565443080229
CIFAR10,VGG,GPU,Spatial,29700,0.953125,1565443116881
CIFAR10,VGG,GPU,Spatial,29800,1,1565443153531
CIFAR10,VGG,GPU,Spatial,29900,0.984375,1565443190181
CIFAR10,VGG,GPU,Spatial,30000,0.984375,1565443305534
CIFAR10,VGG,GPU,Spatial,30100,0.9765625,1565443342175
CIFAR10,VGG,GPU,Spatial,30200,0.984375,1565443378824
CIFAR10,VGG,GPU,Spatial,30300,0.984375,1565443415473
CIFAR10,VGG,GPU,Spatial,30400,0.984375,1565443452127
CIFAR10,VGG,GPU,Spatial,30500,0.9609375,1565443488780
CIFAR10,VGG,GPU,Spatial,30600,0.953125,1565443525433
CIFAR10,VGG,GPU,Spatial,30700,0.9921875,1565443562086
CIFAR10,VGG,GPU,Spatial,30800,0.9921875,1565443598742
CIFAR10,VGG,GPU,Spatial,30900,0.9609375,1565443635397
CIFAR10,VGG,GPU,Spatial,31000,0.9921875,1565443748715
CIFAR10,VGG,GPU,Spatial,31100,0.984375,1565443785364
CIFAR10,VGG,GPU,Spatial,31200,0.9921875,1565443822012
CIFAR10,VGG,GPU,Spatial,31300,0.9921875,1565443858663
CIFAR10,VGG,GPU,Spatial,31400,0.9765625,1565443895316
CIFAR10,VGG,GPU,Spatial,31500,0.953125,1565443931966
CIFAR10,VGG,GPU,Spatial,31600,0.984375,1565443968620
CIFAR10,VGG,GPU,Spatial,31700,0.9921875,1565444005274
CIFAR10,VGG,GPU,Spatial,31800,0.9765625,1565444041922
CIFAR10,VGG,GPU,Spatial,31900,0.9609375,1565444078572
CIFAR10,VGG,GPU,Spatial,32000,0.9765625,1565444191894
CIFAR10,VGG,GPU,Spatial,32100,0.984375,1565444228538
CIFAR10,VGG,GPU,Spatial,32200,0.984375,1565444265184
CIFAR10,VGG,GPU,Spatial,32300,0.984375,1565444301835
CIFAR10,VGG,GPU,Spatial,32400,0.9921875,1565444338482
CIFAR10,VGG,GPU,Spatial,32500,1,1565444375130
CIFAR10,VGG,GPU,Spatial,32600,1,1565444411781
CIFAR10,VGG,GPU,Spatial,32700,1,1565444448429
CIFAR10,VGG,GPU,Spatial,32800,1,1565444485079
CIFAR10,VGG,GPU,Spatial,32900,1,1565444521728
CIFAR10,VGG,GPU,Spatial,33000,1,1565444635050
CIFAR10,VGG,GPU,Spatial,33100,1,1565444671696
CIFAR10,VGG,GPU,Spatial,33200,1,1565444708341
CIFAR10,VGG,GPU,Spatial,33300,1,1565444744985
CIFAR10,VGG,GPU,Spatial,33400,1,1565444781630
CIFAR10,VGG,GPU,Spatial,33500,1,1565444818278
CIFAR10,VGG,GPU,Spatial,33600,1,1565444854926
CIFAR10,VGG,GPU,Spatial,33700,1,1565444891577
CIFAR10,VGG,GPU,Spatial,33800,1,1565444928228
CIFAR10,VGG,GPU,Spatial,33900,1,1565444964881
CIFAR10,VGG,GPU,Spatial,34000,1,1565445078197
CIFAR10,VGG,GPU,Spatial,34100,1,1565445114842
CIFAR10,VGG,GPU,Spatial,34200,1,1565445151489
CIFAR10,VGG,GPU,Spatial,34300,1,1565445188136
CIFAR10,VGG,GPU,Spatial,34400,1,1565445224786
CIFAR10,VGG,GPU,Spatial,34500,1,1565445261434
CIFAR10,VGG,GPU,Spatial,34600,1,1565445298083
CIFAR10,VGG,GPU,Spatial,34700,1,1565445334734
CIFAR10,VGG,GPU,Spatial,34800,1,1565445371384
CIFAR10,VGG,GPU,Spatial,34900,1,1565445408035
CIFAR10,VGG,GPU,Spatial,35000,1,1565445521352
CIFAR10,VGG,GPU,Spatial,35100,1,1565445558000
CIFAR10,VGG,GPU,Spatial,35200,1,1565445594646
CIFAR10,VGG,GPU,Spatial,35300,1,1565445631292
CIFAR10,VGG,GPU,Spatial,35400,1,1565445667943
CIFAR10,VGG,GPU,Spatial,35500,1,1565445704590
CIFAR10,VGG,GPU,Spatial,35600,1,1565445741239
CIFAR10,VGG,GPU,Spatial,35700,1,1565445777885
